Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
2023-06-22,2,32500,875,Ground out of 6,Built Area,Dwarka,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2023-11-06,1,8000,399,1 out of 7,Super Area,T Nagar,Chennai,Unfurnished,Family,1,Contact Owner
2023-08-10,3,34000,1225,2 out of 7,Carpet Area,Gachibowli,Hyderabad,Furnished,Family,2,Contact Owner
2024-02-19,2,16500,888,Ground out of 2,Carpet Area,Adyar,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-12,2,31000,668,3 out of 7,Super Area,Karol Bagh,Delhi,Furnished,Bachelors,2,Contact Owner
2023-09-25,4,51000,1025,6 out of 10,Carpet Area,Jayanagar,Bangalore,Unfurnished,Bachelors/Family,5,Contact Builder
2023-11-24,2,36500,894,5 out of 9,Super Area,Rohini,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2023-06-05,2,19000,1118,3 out of 7,Built Area,Mylapore,Chennai,Semi-Furnished,Family,1,Contact Owner
2023-05-01,3,29500,1257,2 out of 7,Built Area,Madhapur,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner
2022-07-19,4,55500,991,5 out of 11,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Family,5,Contact Builder
2023-09-01,2,21500,968,4 out of 7,Super Area,Nungambakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner
2022-09-29,3,29000,1529,5 out of 11,Super Area,Porur,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
2023-10-26,3,28500,1372,6 out of 9,Super Area,Nungambakkam,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
2024-01-13,3,83000,1142,3 out of 8,Super Area,Dadar,Mumbai,Furnished,Bachelors,2,Contact Owner
2022-08-31,3,37500,711,2 out of 3,Carpet Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Builder
2022-08-10,3,34000,1691,2 out of 7,Built Area,T Nagar,Chennai,Furnished,Family,3,Contact Owner
2022-11-07,3,45500,1141,2 out of 6,Carpet Area,Saket,Delhi,Unfurnished,Bachelors,3,Contact Owner
2022-03-31,2,11000,1397,Ground out of 3,Super Area,Salt Lake,Kolkata,Unfurnished,Family,3,Contact Owner
2022-05-25,1,26500,754,Ground out of 6,Carpet Area,Jayanagar,Bangalore,Furnished,Family,1,Contact Agent
2022-10-15,2,28500,1465,7 out of 11,Super Area,Porur,Chennai,Unfurnished,Bachelors/Family,1,Contact Agent
2022-05-20,2,10000,1121,Ground out of 2,Carpet Area,Dum Dum,Kolkata,Unfurnished,Bachelors,3,Contact Builder
2022-10-18,2,27000,1368,4 out of 9,Super Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-12-02,1,54000,897,Ground out of 5,Super Area,Navi Mumbai,Mumbai,Furnished,Bachelors,1,Contact Owner
2022-01-23,2,98500,1229,3 out of 5,Carpet Area,Worli,Mumbai,Furnished,Family,3,Contact Agent
2022-12-16,1,16500,791,3 out of 5,Super Area,Nungambakkam,Chennai,Furnished,Bachelors/Family,1,Contact Builder
2024-01-14,4,141500,1479,4 out of 5,Super Area,Powai,Mumbai,Semi-Furnished,Bachelors,4,Contact Agent
2022-07-06,4,38500,1458,7 out of 12,Super Area,Adyar,Chennai,Furnished,Bachelors,4,Contact Owner
2023-09-05,4,60000,1673,2 out of 5,Super Area,Pitampura,Delhi,Unfurnished,Family,4,Contact Agent
2023-04-02,3,14500,1441,2 out of 7,Super Area,Salt Lake,Kolkata,Unfurnished,Bachelors/Family,3,Contact Agent
2023-10-19,2,80500,1256,3 out of 7,Super Area,Bandra West,Mumbai,Semi-Furnished,Family,3,Contact Agent
2023-10-23,1,35500,1400,4 out of 10,Built Area,Whitefield,Bangalore,Unfurnished,Bachelors/Family,1,Contact Agent
2022-12-03,2,39000,773,2 out of 6,Super Area,Jayanagar,Bangalore,Furnished,Family,3,Contact Builder
2022-01-11,2,20500,1655,3 out of 8,Super Area,Salt Lake,Kolkata,Furnished,Bachelors/Family,3,Contact Owner
2022-09-09,1,26500,756,5 out of 8,Carpet Area,Karol Bagh,Delhi,Semi-Furnished,Family,1,Contact Owner
2022-02-12,4,21000,1473,7 out of 10,Super Area,New Town,Kolkata,Semi-Furnished,Bachelors,4,Contact Agent
2023-04-18,3,35500,1834,8 out of 9,Super Area,HITEC City,Hyderabad,Unfurnished,Family,4,Contact Agent
2024-02-01,4,15000,618,5 out of 6,Super Area,Howrah,Kolkata,Furnished,Bachelors,4,Contact Owner
2022-01-22,2,43000,1035,2 out of 4,Carpet Area,BTM Layout,Bangalore,Furnished,Bachelors/Family,3,Contact Builder
2023-03-27,3,28500,1195,8 out of 9,Super Area,Gachibowli,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Builder
2022-06-17,3,33000,1657,4 out of 6,Super Area,HITEC City,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Agent
2022-07-25,1,47000,785,Ground out of 2,Built Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-11-05,3,90500,1114,Ground out of 1,Carpet Area,Navi Mumbai,Mumbai,Furnished,Bachelors/Family,4,Contact Builder
2023-12-27,4,45000,1609,1 out of 4,Built Area,Banjara Hills,Hyderabad,Furnished,Bachelors/Family,5,Contact Builder
2024-02-06,2,31000,1732,3 out of 8,Super Area,Anna Nagar,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
2022-06-10,2,44000,898,5 out of 10,Carpet Area,Hauz Khas,Delhi,Furnished,Bachelors,3,Contact Owner
2023-06-01,1,17500,815,3 out of 4,Built Area,Velachery,Chennai,Furnished,Bachelors,2,Contact Owner
2023-08-29,2,33500,985,2 out of 5,Super Area,HSR Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2024-01-30,2,67000,1060,5 out of 8,Carpet Area,Malad,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2024-01-28,2,15500,647,3 out of 8,Carpet Area,Madhapur,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Builder
2022-09-01,4,112500,1250,4 out of 5,Super Area,Borivali,Mumbai,Semi-Furnished,Bachelors,4,Contact Owner
2023-06-05,1,19000,546,2 out of 5,Carpet Area,Whitefield,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2024-02-26,1,19500,1191,1 out of 5,Super Area,Kukatpally,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent
2023-04-04,3,33500,1354,Ground out of 5,Super Area,Adyar,Chennai,Furnished,Bachelors,3,Contact Owner
2023-12-29,4,59500,1441,Ground out of 1,Super Area,Dwarka,Delhi,Semi-Furnished,Family,5,Contact Agent
2024-01-07,4,52500,1295,2 out of 5,Carpet Area,BTM Layout,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Builder
2023-01-08,2,81000,962,Ground out of 3,Carpet Area,Thane,Mumbai,Furnished,Bachelors,1,Contact Agent
2022-11-05,2,27000,1402,5 out of 9,Super Area,Kondapur,Hyderabad,Unfurnished,Bachelors,1,Contact Owner
2022-04-26,3,97500,1034,7 out of 10,Super Area,Andheri East,Mumbai,Semi-Furnished,Bachelors,2,Contact Owner
2022-12-11,3,20500,1252,1 out of 4,Super Area,New Town,Kolkata,Furnished,Family,3,Contact Agent
2023-03-11,2,26000,1183,5 out of 6,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
2023-03-01,5,58500,2007,8 out of 12,Carpet Area,Kondapur,Hyderabad,Furnished,Bachelors/Family,6,Contact Builder
2024-02-17,1,19500,1137,Ground out of 4,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Builder
2022-04-06,1,10000,1030,1 out of 3,Carpet Area,Howrah,Kolkata,Furnished,Bachelors/Family,1,Contact Builder
2022-09-06,3,21500,1952,7 out of 13,Carpet Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Agent
2023-11-27,3,112000,1149,3 out of 9,Super Area,Navi Mumbai,Mumbai,Furnished,Bachelors,3,Contact Builder
2022-06-27,5,107000,1197,Ground out of 2,Carpet Area,Andheri East,Mumbai,Semi-Furnished,Bachelors,4,Contact Agent
2023-03-20,2,71500,1053,4 out of 9,Carpet Area,Worli,Mumbai,Furnished,Bachelors,2,Contact Owner
2022-06-23,2,44500,1009,3 out of 8,Super Area,Janakpuri,Delhi,Furnished,Bachelors/Family,1,Contact Agent
2024-03-02,5,21000,1469,3 out of 7,Super Area,Ballygunge,Kolkata,Semi-Furnished,Bachelors,4,Contact Agent
2023-06-09,2,29000,1750,3 out of 6,Super Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Builder
2022-11-11,1,14500,1499,4 out of 8,Super Area,Salt Lake,Kolkata,Furnished,Bachelors,1,Contact Owner
2023-02-21,3,44000,995,3 out of 7,Carpet Area,Marathahalli,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2022-06-22,2,39000,1029,1 out of 6,Super Area,Vasant Kunj,Delhi,Furnished,Bachelors/Family,3,Contact Agent
2023-09-24,2,48000,1580,9 out of 14,Super Area,Whitefield,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Builder
2022-01-11,2,9000,637,1 out of 4,Super Area,Salt Lake,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2023-02-02,3,41000,1068,4 out of 9,Carpet Area,Vasant Kunj,Delhi,Unfurnished,Family,4,Contact Builder
2022-09-06,2,20000,675,3 out of 5,Super Area,Velachery,Chennai,Furnished,Family,3,Contact Agent
2022-08-20,3,12500,923,1 out of 2,Carpet Area,Salt Lake,Kolkata,Unfurnished,Bachelors,4,Contact Owner
2023-05-19,2,26500,1532,1 out of 5,Super Area,Adyar,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
2023-12-04,3,38000,1242,1 out of 5,Built Area,Jayanagar,Bangalore,Unfurnished,Bachelors/Family,4,Contact Owner
2023-05-30,3,45000,1017,5 out of 9,Carpet Area,Jayanagar,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2023-10-30,3,29000,1108,3 out of 7,Carpet Area,Mylapore,Chennai,Furnished,Bachelors/Family,2,Contact Owner
2023-02-25,2,24500,1458,2 out of 5,Built Area,Velachery,Chennai,Unfurnished,Bachelors/Family,2,Contact Builder
2023-12-03,2,65500,683,1 out of 2,Super Area,Bandra West,Mumbai,Semi-Furnished,Family,2,Contact Agent
2022-04-05,2,25000,1427,Ground out of 5,Super Area,Banjara Hills,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-11-21,5,55500,1887,Ground out of 2,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,5,Contact Builder
2023-05-03,2,19500,743,4 out of 9,Super Area,HITEC City,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
2023-07-16,2,13500,478,Ground out of 2,Carpet Area,Porur,Chennai,Furnished,Bachelors/Family,1,Contact Agent
2022-06-04,1,48500,961,Ground out of 3,Built Area,Thane,Mumbai,Unfurnished,Bachelors,1,Contact Agent
2023-01-06,3,44000,1026,3 out of 7,Carpet Area,Vasant Kunj,Delhi,Furnished,Bachelors/Family,4,Contact Builder
2022-10-24,3,32500,1425,2 out of 3,Super Area,Madhapur,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Agent
2024-01-07,2,34000,924,2 out of 8,Super Area,Pitampura,Delhi,Unfurnished,Bachelors/Family,3,Contact Builder
2023-08-25,1,20000,549,Ground out of 5,Carpet Area,Indiranagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-03-26,2,17000,1114,Ground out of 2,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,1,Contact Builder
2022-08-15,1,17500,834,5 out of 7,Super Area,Jubilee Hills,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
2022-12-13,2,35000,1197,2 out of 5,Carpet Area,Vasant Kunj,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2022-11-18,2,33000,978,Ground out of 6,Carpet Area,Dwarka,Delhi,Unfurnished,Bachelors,1,Contact Owner
2023-08-16,1,42500,595,2 out of 6,Built Area,Navi Mumbai,Mumbai,Unfurnished,Family,1,Contact Builder
2023-09-06,2,50500,776,2 out of 8,Super Area,Borivali,Mumbai,Unfurnished,Family,1,Contact Owner
2022-10-07,3,47500,936,Ground out of 3,Super Area,Saket,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2023-08-19,2,24000,1361,5 out of 9,Super Area,Jubilee Hills,Hyderabad,Semi-Furnished,Family,3,Contact Builder
2022-12-09,2,47000,1471,2 out of 7,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-03-08,4,21000,1507,5 out of 11,Super Area,Park Street,Kolkata,Semi-Furnished,Bachelors,4,Contact Owner
2024-01-11,3,44500,1035,1 out of 4,Carpet Area,Whitefield,Bangalore,Semi-Furnished,Bachelors,4,Contact Owner
2023-04-22,2,49500,937,4 out of 6,Carpet Area,Hauz Khas,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2022-02-03,4,18500,1049,1 out of 5,Super Area,New Town,Kolkata,Semi-Furnished,Bachelors,3,Contact Owner
2022-12-16,3,15000,1276,Ground out of 2,Super Area,Park Street,Kolkata,Unfurnished,Bachelors/Family,2,Contact Builder
2023-08-02,3,21000,1559,7 out of 13,Super Area,Salt Lake,Kolkata,Furnished,Family,4,Contact Builder
2023-01-19,2,12000,1449,2 out of 6,Super Area,Ballygunge,Kolkata,Semi-Furnished,Family,2,Contact Owner
2022-03-12,2,54500,810,Ground out of 6,Carpet Area,Worli,Mumbai,Semi-Furnished,Bachelors,1,Contact Builder
2023-10-29,3,68500,796,1 out of 7,Super Area,Navi Mumbai,Mumbai,Semi-Furnished,Family,4,Contact Owner
2024-01-11,2,73000,1086,4 out of 7,Super Area,Dadar,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
2022-12-09,1,30500,1092,5 out of 11,Built Area,Jayanagar,Bangalore,Semi-Furnished,Family,1,Contact Owner
2022-09-25,2,25000,1304,2 out of 7,Built Area,Kukatpally,Hyderabad,Semi-Furnished,Bachelors,2,Contact Builder
2023-11-09,2,27500,1539,2 out of 7,Super Area,Velachery,Chennai,Semi-Furnished,Family,1,Contact Owner
2023-06-09,2,33000,1098,Ground out of 4,Carpet Area,Rohini,Delhi,Unfurnished,Family,1,Contact Agent
2023-08-27,3,72500,946,3 out of 4,Super Area,Bandra West,Mumbai,Unfurnished,Family,2,Contact Agent
2023-12-08,3,46000,1165,10 out of 14,Super Area,Whitefield,Bangalore,Unfurnished,Bachelors/Family,2,Contact Agent
2023-05-23,3,35500,1588,2 out of 6,Carpet Area,Nungambakkam,Chennai,Furnished,Family,4,Contact Builder
2023-03-14,1,51000,874,Ground out of 3,Super Area,Andheri East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2023-09-01,3,14500,1155,1 out of 4,Built Area,Ballygunge,Kolkata,Semi-Furnished,Bachelors/Family,4,Contact Owner
2022-07-29,2,26500,613,6 out of 7,Super Area,Jayanagar,Bangalore,Semi-Furnished,Family,3,Contact Builder
2023-05-23,2,38000,1281,2 out of 3,Carpet Area,Indiranagar,Bangalore,Unfurnished,Family,3,Contact Agent
2022-05-04,1,29500,948,1 out of 6,Super Area,Marathahalli,Bangalore,Semi-Furnished,Family,1,Contact Agent
2022-09-02,1,18000,1231,2 out of 7,Built Area,Banjara Hills,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent
2023-01-17,4,68500,1679,1 out of 3,Carpet Area,Electronic City,Bangalore,Unfurnished,Bachelors,5,Contact Builder
2023-12-15,3,22500,998,3 out of 4,Carpet Area,Adyar,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Owner
2023-08-13,4,39500,1861,3 out of 8,Super Area,Adyar,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Owner
2022-11-25,2,21500,468,3 out of 4,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-02,2,11500,1115,1 out of 4,Super Area,Salt Lake,Kolkata,Semi-Furnished,Bachelors,1,Contact Agent
2022-04-27,3,31000,1227,2 out of 3,Built Area,Porur,Chennai,Furnished,Bachelors,2,Contact Agent
2022-06-19,3,60000,1619,2 out of 7,Carpet Area,Rohini,Delhi,Semi-Furnished,Bachelors,3,Contact Owner
2023-10-29,1,47000,1270,5 out of 10,Super Area,Dwarka,Delhi,Furnished,Bachelors,1,Contact Agent
2024-01-13,3,63000,1690,4 out of 8,Super Area,Marathahalli,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2022-11-23,3,21500,731,1 out of 7,Super Area,Porur,Chennai,Furnished,Bachelors/Family,4,Contact Owner
2023-04-16,2,44500,1383,5 out of 7,Super Area,Dwarka,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent
2023-03-04,1,43000,1458,2 out of 5,Carpet Area,Hauz Khas,Delhi,Semi-Furnished,Bachelors,1,Contact Owner
2023-07-04,4,85500,1489,8 out of 13,Super Area,Pitampura,Delhi,Furnished,Bachelors,4,Contact Owner
2022-03-03,2,34000,1240,1 out of 2,Carpet Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2023-08-22,1,11500,920,1 out of 4,Super Area,Howrah,Kolkata,Furnished,Bachelors/Family,1,Contact Agent
2023-10-19,1,29000,743,3 out of 8,Super Area,Karol Bagh,Delhi,Furnished,Bachelors,1,Contact Owner
2023-05-30,2,58500,728,1 out of 4,Super Area,Malad,Mumbai,Unfurnished,Family,1,Contact Agent
2022-04-05,1,14000,1574,2 out of 8,Super Area,New Town,Kolkata,Furnished,Bachelors/Family,1,Contact Builder
2022-01-04,2,25000,1287,1 out of 3,Super Area,Perambur,Chennai,Furnished,Bachelors/Family,3,Contact Builder
2023-08-07,5,91500,1622,Ground out of 2,Carpet Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,4,Contact Owner
2022-12-15,1,33000,1263,6 out of 11,Super Area,BTM Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2024-03-03,2,50500,2020,Ground out of 5,Carpet Area,HSR Layout,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-19,1,20500,506,Ground out of 2,Carpet Area,Indiranagar,Bangalore,Furnished,Bachelors/Family,1,Contact Agent
2022-03-29,3,36500,789,2 out of 8,Built Area,Jayanagar,Bangalore,Furnished,Bachelors/Family,3,Contact Agent
2022-05-24,3,27000,999,4 out of 5,Super Area,Banjara Hills,Hyderabad,Furnished,Bachelors/Family,3,Contact Agent
2023-10-25,2,18500,894,3 out of 7,Carpet Area,Banjara Hills,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Builder
2023-08-30,1,16500,913,4 out of 7,Carpet Area,HITEC City,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent
2022-04-23,2,40000,1340,3 out of 6,Super Area,Vasant Kunj,Delhi,Unfurnished,Bachelors,3,Contact Owner
2022-06-22,1,34000,940,3 out of 6,Carpet Area,Whitefield,Bangalore,Furnished,Bachelors,1,Contact Owner
2022-06-05,2,10500,618,1 out of 2,Super Area,Nungambakkam,Chennai,Unfurnished,Family,1,Contact Builder
2023-02-17,3,100000,1196,8 out of 12,Built Area,Navi Mumbai,Mumbai,Semi-Furnished,Bachelors,4,Contact Owner
2023-04-14,3,73500,1879,1 out of 5,Built Area,HSR Layout,Bangalore,Furnished,Bachelors,4,Contact Agent
2022-07-15,2,14000,1435,3 out of 6,Super Area,Dum Dum,Kolkata,Unfurnished,Family,3,Contact Owner
2022-04-15,3,63000,1293,6 out of 8,Super Area,Hauz Khas,Delhi,Semi-Furnished,Family,4,Contact Owner
2024-01-15,2,23000,502,7 out of 8,Super Area,Electronic City,Bangalore,Unfurnished,Family,3,Contact Owner
2022-09-06,1,39500,1567,5 out of 11,Built Area,Pitampura,Delhi,Unfurnished,Family,2,Contact Owner
2023-03-28,1,42000,1432,1 out of 5,Carpet Area,Lajpat Nagar,Delhi,Furnished,Family,1,Contact Builder
2023-11-08,3,89000,1101,4 out of 10,Built Area,Worli,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2023-12-19,3,9500,644,1 out of 6,Carpet Area,Ballygunge,Kolkata,Semi-Furnished,Bachelors,4,Contact Builder
2023-12-17,2,21000,888,Ground out of 2,Carpet Area,T Nagar,Chennai,Furnished,Bachelors/Family,1,Contact Owner
2022-05-29,4,115000,1448,4 out of 8,Carpet Area,Dadar,Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent
2023-06-29,3,63500,1507,4 out of 10,Carpet Area,BTM Layout,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2023-08-18,3,40500,1682,4 out of 6,Carpet Area,Kukatpally,Hyderabad,Furnished,Family,4,Contact Owner
2023-10-26,2,26500,1207,3 out of 7,Super Area,Madhapur,Hyderabad,Furnished,Bachelors,1,Contact Builder
2022-02-10,5,88000,1641,2 out of 8,Super Area,Dwarka,Delhi,Furnished,Family,6,Contact Agent
2022-03-24,2,44000,1432,3 out of 4,Super Area,Jayanagar,Bangalore,Semi-Furnished,Family,1,Contact Agent
2022-02-28,2,11500,860,4 out of 10,Super Area,New Town,Kolkata,Semi-Furnished,Bachelors,3,Contact Agent
2024-03-03,1,26500,993,4 out of 9,Super Area,Koramangala,Bangalore,Unfurnished,Family,1,Contact Owner
2023-03-03,3,53500,1527,2 out of 7,Super Area,Jayanagar,Bangalore,Semi-Furnished,Bachelors,4,Contact Builder
2024-03-10,5,24000,1489,2 out of 7,Carpet Area,Howrah,Kolkata,Unfurnished,Bachelors/Family,4,Contact Builder
2022-07-13,3,70000,1721,2 out of 4,Super Area,Jayanagar,Bangalore,Semi-Furnished,Bachelors,4,Contact Owner
2024-02-05,1,11500,985,4 out of 5,Super Area,Dum Dum,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-08-23,4,19500,1145,8 out of 12,Super Area,Salt Lake,Kolkata,Furnished,Bachelors/Family,3,Contact Owner
2022-05-26,3,19000,607,2 out of 6,Super Area,Adyar,Chennai,Semi-Furnished,Family,4,Contact Owner
2023-12-28,2,36000,848,6 out of 7,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors,1,Contact Builder
2023-09-30,4,65000,1075,2 out of 7,Super Area,Rohini,Delhi,Furnished,Bachelors,5,Contact Agent
2022-05-03,3,15000,1197,4 out of 6,Carpet Area,Behala,Kolkata,Semi-Furnished,Family,2,Contact Agent
2022-03-14,4,107000,1340,6 out of 8,Carpet Area,Thane,Mumbai,Semi-Furnished,Family,4,Contact Owner
2022-02-25,2,57500,780,2 out of 4,Built Area,Navi Mumbai,Mumbai,Furnished,Family,1,Contact Builder
2022-04-08,3,19500,904,1 out of 6,Carpet Area,T Nagar,Chennai,Unfurnished,Bachelors,3,Contact Owner
2022-05-13,3,16500,700,Ground out of 1,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Builder
2022-03-06,2,76500,989,3 out of 7,Super Area,Powai,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2023-08-11,3,40500,1997,1 out of 6,Super Area,Adyar,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
2022-08-07,4,36500,1202,4 out of 7,Super Area,Porur,Chennai,Furnished,Bachelors/Family,3,Contact Owner
2022-01-02,2,15500,1414,Ground out of 4,Carpet Area,Behala,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2022-02-18,1,42500,496,3 out of 5,Super Area,Thane,Mumbai,Furnished,Bachelors/Family,1,Contact Owner
2023-04-21,2,13000,1138,4 out of 10,Built Area,Ballygunge,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2023-05-24,3,52500,1333,7 out of 12,Carpet Area,Janakpuri,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2023-04-21,3,14000,964,1 out of 5,Super Area,Park Street,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-02-12,1,10500,1185,3 out of 5,Super Area,Ballygunge,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Builder
2023-10-23,2,47500,1418,7 out of 8,Super Area,BTM Layout,Bangalore,Furnished,Bachelors/Family,1,Contact Agent
2023-11-05,3,18000,1136,8 out of 13,Carpet Area,Ballygunge,Kolkata,Furnished,Bachelors/Family,4,Contact Agent
2022-12-06,3,24500,1156,5 out of 10,Super Area,Nungambakkam,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent
2023-01-06,2,33500,1770,4 out of 5,Super Area,Jubilee Hills,Hyderabad,Furnished,Family,3,Contact Agent
2022-08-22,3,78000,1992,1 out of 5,Super Area,Jayanagar,Bangalore,Furnished,Bachelors/Family,4,Contact Owner
